timestamp,junction,junction_name,vehicle_count,road_capacity,utilization_percent,average_speed_kmph,congestion_level
2026-09-22T20:23:23.461962,J6,Airport Road,223,350,63.7,29.18,MEDIUM
2026-09-22T20:23:28.494651,J1,Main Market,166,300,55.3,36.84,LOW
2026-09-22T20:23:28.494651,J2,Railway Square,229,350,65.4,22.39,MEDIUM
2026-09-22T20:23:28.494651,J3,City Center,367,400,91.8,12.03,HIGH
2026-09-22T20:23:28.494651,J4,University Road,169,300,56.3,34.25,LOW
2026-09-22T20:23:28.494651,J5,Hospital Road,186,280,66.4,24.58,MEDIUM
2026-09-22T20:23:28.494651,J6,Airport Road,231,350,66.0,29.54,MEDIUM
2026-09-22T20:23:33.518375,J1,Main Market,177,300,59.0,37.99,LOW
2026-09-22T20:23:33.518375,J2,Railway Square,221,350,63.1,28.45,MEDIUM
2026-09-22T20:23:33.518375,J3,City Center,366,400,91.5,17.27,HIGH
2026-09-22T20:23:33.518375,J4,University Road,149,300,49.7,33.13,LOW
2026-09-22T20:23:33.518375,J5,Hospital Road,206,280,73.6,24.54,MEDIUM
2026-09-22T20:23:33.518375,J6,Airport Road,237,350,67.7,22.75,MEDIUM
2026-09-22T20:23:38.551341,J1,Main Market,188,300,62.7,26.78,MEDIUM
2026-09-22T20:23:38.551341,J2,Railway Square,227,350,64.9,24.96,MEDIUM
2026-09-22T20:23:38.551341,J3,City Center,338,400,84.5,17.3,MEDIUM
2026-09-22T20:23:38.551341,J4,University Road,160,300,53.3,34.96,LOW
2026-09-22T20:23:38.551341,J5,Hospital Road,187,280,66.8,23.63,MEDIUM
2026-09-22T20:23:38.551341,J6,Airport Road,223,350,63.7,28.09,MEDIUM
2026-09-22T20:23:43.598744,J1,Main Market,167,300,55.7,33.11,LOW
2026-09-22T20:23:43.598744,J2,Railway Square,230,350,65.7,22.13,MEDIUM
2026-09-22T20:23:43.598744,J3,City Center,388,400,97.0,15.74,HIGH
2026-09-22T20:23:43.598744,J4,University Road,162,300,54.0,30.76,LOW
2026-09-22T20:23:43.598744,J5,Hospital Road,204,280,72.9,21.75,MEDIUM
2026-09-22T20:23:43.598744,J6,Airport Road,204,350,58.3,32.15,LOW
2026-09-22T20:23:48.636841,J1,Main Market,176,300,58.7,32.19,LOW
2026-09-22T20:23:48.636841,J2,Railway Square,261,350,74.6,23.18,MEDIUM
2026-09-22T20:23:48.636841,J3,City Center,329,400,82.2,17.51,MEDIUM
2026-09-22T20:23:48.636841,J4,University Road,169,300,56.3,37.8,LOW
2026-09-22T20:23:48.636841,J5,Hospital Road,219,280,78.2,28.64,MEDIUM
2026-09-22T20:23:48.636841,J6,Airport Road,234,350,66.9,25.84,MEDIUM
2026-09-22T20:23:53.685359,J1,Main Market,158,300,52.7,38.29,LOW
2026-09-22T20:23:53.685359,J2,Railway Square,235,350,67.1,23.87,MEDIUM
2026-09-22T20:23:53.685359,J3,City Center,347,400,86.8,17.74,MEDIUM
2026-09-22T20:23:53.685359,J4,University Road,165,300,55.0,36.29,LOW
2026-09-22T20:23:53.685359,J5,Hospital Road,192,280,68.6,22.23,MEDIUM
2026-09-22T20:23:53.685359,J6,Airport Road,201,350,57.4,36.89,LOW
2026-09-22T20:23:58.715898,J1,Main Market,186,300,62.0,28.64,MEDIUM
2026-09-22T20:23:58.715898,J2,Railway Square,228,350,65.1,23.19,MEDIUM
2026-09-22T20:23:58.715898,J3,City Center,392,400,98.0,19.19,HIGH
2026-09-22T20:23:58.715898,J4,University Road,165,300,55.0,32.51,LOW
2026-09-22T20:23:58.715898,J5,Hospital Road,186,280,66.4,29.97,MEDIUM
2026-09-22T20:23:58.715898,J6,Airport Road,236,350,67.4,20.23,MEDIUM
2026-09-22T20:30:30.431691,J1,Main Market,187,300,62.3,22.82,MEDIUM
2026-09-22T20:30:30.431691,J2,Railway Square,241,350,68.9,21.45,MEDIUM
2026-09-22T20:30:30.431691,J3,City Center,326,400,81.5,21.43,MEDIUM
2026-09-22T20:30:30.431691,J4,University Road,156,300,52.0,34.04,LOW
2026-09-22T20:30:30.431691,J5,Hospital Road,185,280,66.1,20.19,MEDIUM
2026-09-22T20:30:30.431691,J6,Airport Road,215,350,61.4,23.22,MEDIUM
2026-09-22T20:30:35.475265,J1,Main Market,157,300,52.3,33.48,LOW
2026-09-22T20:30:35.475265,J2,Railway Square,252,350,72.0,27.57,MEDIUM
2026-09-22T20:30:35.475265,J3,City Center,365,400,91.2,21.86,HIGH
2026-09-22T20:30:35.475265,J4,University Road,168,300,56.0,39.43,LOW
2026-09-22T20:30:35.475265,J5,Hospital Road,220,280,78.6,29.91,MEDIUM
2026-09-22T20:30:35.475265,J6,Airport Road,205,350,58.6,35.1,LOW
2026-09-22T20:30:40.509951,J1,Main Market,168,300,56.0,39.91,LOW
2026-09-22T20:30:40.509951,J2,Railway Square,215,350,61.4,22.14,MEDIUM
2026-09-22T20:30:40.509951,J3,City Center,364,400,91.0,13.95,HIGH
2026-09-22T20:30:40.509951,J4,University Road,155,300,51.7,34.54,LOW
2026-09-22T20:30:40.509951,J5,Hospital Road,205,280,73.2,23.12,MEDIUM
2026-09-22T20:30:40.509951,J6,Airport Road,226,350,64.6,24.96,MEDIUM
2026-09-22T20:30:45.540762,J1,Main Market,165,300,55.0,39.72,LOW
2026-09-22T20:30:45.540762,J2,Railway Square,238,350,68.0,27.82,MEDIUM
2026-09-22T20:30:45.540762,J3,City Center,327,400,81.8,21.53,MEDIUM
2026-09-22T20:30:45.540762,J4,University Road,153,300,51.0,37.94,LOW
2026-09-22T20:30:45.540762,J5,Hospital Road,215,280,76.8,23.59,MEDIUM
2026-09-22T20:30:45.540762,J6,Airport Road,205,350,58.6,38.99,LOW
2026-09-22T20:30:50.629433,J1,Main Market,164,300,54.7,38.03,LOW
2026-09-22T20:30:50.629433,J2,Railway Square,255,350,72.9,28.82,MEDIUM
2026-09-22T20:30:50.629433,J3,City Center,331,400,82.8,19.02,MEDIUM
2026-09-22T20:30:50.629433,J4,University Road,162,300,54.0,36.95,LOW
2026-09-22T20:30:50.629433,J5,Hospital Road,187,280,66.8,28.08,MEDIUM
2026-09-22T20:30:50.629433,J6,Airport Road,199,350,56.9,33.94,LOW
2026-09-22T20:30:55.661608,J1,Main Market,174,300,58.0,30.74,LOW
2026-09-22T20:30:55.661608,J2,Railway Square,216,350,61.7,29.64,MEDIUM
2026-09-22T20:30:55.661608,J3,City Center,322,400,80.5,21.99,MEDIUM
2026-09-22T20:30:55.661608,J4,University Road,148,300,49.3,35.22,LOW
2026-09-22T20:30:55.661608,J5,Hospital Road,203,280,72.5,24.38,MEDIUM
2026-09-22T20:30:55.661608,J6,Airport Road,206,350,58.9,39.29,LOW
2026-09-22T20:31:00.701532,J1,Main Market,177,300,59.0,34.61,LOW
2026-09-22T20:31:00.701532,J2,Railway Square,230,350,65.7,28.88,MEDIUM
2026-09-22T20:31:00.701532,J3,City Center,347,400,86.8,14.1,HIGH
2026-09-22T20:31:00.701532,J4,University Road,171,300,57.0,30.12,LOW
2026-09-22T20:31:00.701532,J5,Hospital Road,225,280,80.4,12.12,HIGH
2026-09-22T20:31:00.701532,J6,Airport Road,206,350,58.9,30.86,LOW
2026-09-22T20:31:05.753895,J1,Main Market,181,300,60.3,29.98,MEDIUM
2026-09-22T20:31:05.753895,J2,Railway Square,230,350,65.7,26.28,MEDIUM
2026-09-22T20:31:05.753895,J3,City Center,383,400,95.8,14.66,HIGH
2026-09-22T20:31:05.753895,J4,University Road,164,300,54.7,31.41,LOW
2026-09-22T20:31:05.753895,J5,Hospital Road,223,280,79.6,21.23,MEDIUM
2026-09-22T20:31:05.753895,J6,Airport Road,214,350,61.1,25.13,MEDIUM
2026-09-22T20:31:10.800416,J1,Main Market,175,300,58.3,38.71,LOW
2026-09-22T20:31:10.800416,J2,Railway Square,259,350,74.0,20.29,MEDIUM
2026-09-22T20:31:10.800416,J3,City Center,371,400,92.8,16.57,HIGH
2026-09-22T20:31:10.800416,J4,University Road,141,300,47.0,38.48,LOW
2026-09-22T20:31:10.800416,J5,Hospital Road,195,280,69.6,27.8,MEDIUM
2026-09-22T20:31:10.800416,J6,Airport Road,239,350,68.3,24.56,MEDIUM
2026-09-22T20:31:15.820871,J1,Main Market,178,300,59.3,35.35,LOW
2026-09-22T20:31:15.820871,J2,Railway Square,245,350,70.0,23.7,MEDIUM
2026-09-22T20:31:15.820871,J3,City Center,359,400,89.8,19.9,MEDIUM
2026-09-22T20:31:15.820871,J4,University Road,157,300,52.3,34.01,LOW
2026-09-22T20:31:15.820871,J5,Hospital Road,198,280,70.7,28.86,MEDIUM
2026-09-22T20:31:15.820871,J6,Airport Road,236,350,67.4,24.54,MEDIUM
2026-09-22T20:31:20.871696,J1,Main Market,175,300,58.3,32.26,LOW
2026-09-22T20:31:20.871696,J2,Railway Square,247,350,70.6,24.38,MEDIUM
2026-09-22T20:31:20.871696,J3,City Center,347,400,86.8,21.64,MEDIUM
2026-09-22T20:31:20.871696,J4,University Road,145,300,48.3,35.21,LOW
2026-09-22T20:31:20.871696,J5,Hospital Road,215,280,76.8,25.77,MEDIUM
2026-09-22T20:31:20.871696,J6,Airport Road,234,350,66.9,29.09,MEDIUM
2026-09-22T20:31:25.895939,J1,Main Market,177,300,59.0,31.83,LOW
2026-09-22T20:31:25.895939,J2,Railway Square,220,350,62.9,28.34,MEDIUM
2026-09-22T20:31:25.895939,J3,City Center,357,400,89.2,12.55,HIGH
2026-09-22T20:31:25.895939,J4,University Road,162,300,54.0,34.9,LOW
2026-09-22T20:31:25.895939,J5,Hospital Road,221,280,78.9,28.07,MEDIUM
2026-09-22T20:31:25.895939,J6,Airport Road,203,350,58.0,32.83,LOW
2026-09-22T20:31:30.922093,J1,Main Market,169,300,56.3,32.85,LOW
2026-09-22T20:31:30.922093,J2,Railway Square,228,350,65.1,28.28,MEDIUM
2026-09-22T20:31:30.922093,J3,City Center,361,400,90.2,19.09,HIGH
2026-09-22T20:31:30.922093,J4,University Road,150,300,50.0,38.51,LOW
2026-09-22T20:31:30.922093,J5,Hospital Road,221,280,78.9,26.92,MEDIUM
2026-09-22T20:31:30.922093,J6,Airport Road,222,350,63.4,23.52,MEDIUM
2026-09-22T20:31:35.945957,J1,Main Market,176,300,58.7,31.13,LOW
2026-09-22T20:31:35.945957,J2,Railway Square,218,350,62.3,20.46,MEDIUM
2026-09-22T20:31:35.945957,J3,City Center,380,400,95.0,15.36,HIGH
2026-09-22T20:31:35.945957,J4,University Road,165,300,55.0,30.1,LOW
2026-09-22T20:31:35.945957,J5,Hospital Road,193,280,68.9,23.01,MEDIUM
2026-09-22T20:31:35.945957,J6,Airport Road,211,350,60.3,27.05,MEDIUM
2026-09-22T20:31:40.998245,J1,Main Market,184,300,61.3,23.43,MEDIUM
2026-09-22T20:31:40.998245,J2,Railway Square,248,350,70.9,27.62,MEDIUM
2026-09-22T20:31:40.998245,J3,City Center,379,400,94.8,14.55,HIGH
2026-09-22T20:31:40.998245,J4,University Road,157,300,52.3,34.58,LOW
2026-09-22T20:31:40.998245,J5,Hospital Road,211,280,75.4,26.25,MEDIUM
2026-09-22T20:31:40.998245,J6,Airport Road,204,350,58.3,31.79,LOW
2026-09-22T20:31:46.068098,J1,Main Market,165,300,55.0,30.78,LOW
2026-09-22T20:31:46.068098,J2,Railway Square,217,350,62.0,22.07,MEDIUM
2026-09-22T20:31:46.068098,J3,City Center,344,400,86.0,15.02,MEDIUM
2026-09-22T20:31:46.068098,J4,University Road,163,300,54.3,36.68,LOW
2026-09-22T20:31:46.068098,J5,Hospital Road,193,280,68.9,22.44,MEDIUM
2026-09-22T20:31:46.068098,J6,Airport Road,201,350,57.4,34.99,LOW
2026-09-22T20:31:51.106042,J1,Main Market,180,300,60.0,21.16,MEDIUM
2026-09-22T20:31:51.106042,J2,Railway Square,257,350,73.4,20.47,MEDIUM
2026-09-22T20:31:51.106042,J3,City Center,329,400,82.2,19.16,MEDIUM
2026-09-22T20:31:51.106042,J4,University Road,167,300,55.7,33.06,LOW
2026-09-22T20:31:51.106042,J5,Hospital Road,201,280,71.8,23.44,MEDIUM
2026-09-22T20:31:51.106042,J6,Airport Road,235,350,67.1,29.46,MEDIUM
2026-09-22T20:31:56.133721,J1,Main Market,166,300,55.3,37.05,LOW
2026-09-22T20:31:56.133721,J2,Railway Square,257,350,73.4,25.63,MEDIUM
2026-09-22T20:31:56.133721,J3,City Center,368,400,92.0,18.85,HIGH
2026-09-22T20:31:56.133721,J4,University Road,172,300,57.3,38.92,LOW
2026-09-22T20:31:56.133721,J5,Hospital Road,215,280,76.8,25.32,MEDIUM
2026-09-22T20:31:56.133721,J6,Airport Road,218,350,62.3,24.95,MEDIUM
2026-09-22T20:32:01.180071,J1,Main Market,162,300,54.0,31.45,LOW
2026-09-22T20:32:01.180071,J2,Railway Square,230,350,65.7,20.15,MEDIUM
2026-09-22T20:32:01.180071,J3,City Center,323,400,80.8,20.72,MEDIUM
2026-09-22T20:32:01.180071,J4,University Road,151,300,50.3,34.11,LOW
2026-09-22T20:32:01.180071,J5,Hospital Road,224,280,80.0,15.97,MEDIUM
2026-09-22T20:32:01.180071,J6,Airport Road,235,350,67.1,28.87,MEDIUM
2026-09-22T20:32:06.333504,J1,Main Market,178,300,59.3,31.05,LOW
2026-09-22T20:32:06.333504,J2,Railway Square,227,350,64.9,26.76,MEDIUM
2026-09-22T20:32:06.333504,J3,City Center,324,400,81.0,20.49,MEDIUM
2026-09-22T20:32:06.333504,J4,University Road,160,300,53.3,37.61,LOW
2026-09-22T20:32:06.333504,J5,Hospital Road,218,280,77.9,25.71,MEDIUM
2026-09-22T20:32:06.333504,J6,Airport Road,199,350,56.9,31.96,LOW
2026-09-22T20:32:11.354644,J1,Main Market,176,300,58.7,34.77,LOW
2026-09-22T20:32:11.354644,J2,Railway Square,232,350,66.3,28.11,MEDIUM
2026-09-22T20:32:11.354644,J3,City Center,357,400,89.2,12.04,HIGH
2026-09-22T20:32:11.354644,J4,University Road,144,300,48.0,31.09,LOW
2026-09-22T20:32:11.354644,J5,Hospital Road,197,280,70.4,24.16,MEDIUM
2026-09-22T20:32:11.354644,J6,Airport Road,204,350,58.3,38.68,LOW
2026-09-22T20:32:16.396164,J1,Main Market,185,300,61.7,25.05,MEDIUM
2026-09-22T20:32:16.396164,J2,Railway Square,259,350,74.0,23.85,MEDIUM
2026-09-22T20:32:16.396164,J3,City Center,324,400,81.0,21.59,MEDIUM
2026-09-22T20:32:16.396164,J4,University Road,170,300,56.7,36.51,LOW
2026-09-22T20:32:16.396164,J5,Hospital Road,188,280,67.1,23.44,MEDIUM
2026-09-22T20:32:16.396164,J6,Airport Road,216,350,61.7,20.12,MEDIUM
2026-09-22T20:32:21.449028,J1,Main Market,157,300,52.3,38.75,LOW
2026-09-22T20:32:21.449028,J2,Railway Square,222,350,63.4,29.75,MEDIUM
2026-09-22T20:32:21.449028,J3,City Center,372,400,93.0,13.42,HIGH
2026-09-22T20:32:21.449028,J4,University Road,159,300,53.0,39.29,LOW
2026-09-22T20:32:21.449028,J5,Hospital Road,201,280,71.8,20.26,MEDIUM
2026-09-22T20:32:21.449028,J6,Airport Road,217,350,62.0,27.7,MEDIUM
2026-09-22T20:32:27.048183,J1,Main Market,175,300,58.3,33.45,LOW
2026-09-22T20:32:27.048183,J2,Railway Square,241,350,68.9,23.26,MEDIUM
2026-09-22T20:32:27.048183,J3,City Center,327,400,81.8,15.3,MEDIUM
2026-09-22T20:32:27.048183,J4,University Road,155,300,51.7,37.28,LOW
2026-09-22T20:32:27.048183,J5,Hospital Road,185,280,66.1,24.04,MEDIUM
2026-09-22T20:32:27.048183,J6,Airport Road,231,350,66.0,20.08,MEDIUM
2026-09-22T20:32:32.076497,J1,Main Market,185,300,61.7,24.58,MEDIUM
2026-09-22T20:32:32.076497,J2,Railway Square,244,350,69.7,27.65,MEDIUM
2026-09-22T20:32:32.076497,J3,City Center,340,400,85.0,14.55,HIGH
2026-09-22T20:32:32.076497,J4,University Road,145,300,48.3,36.26,LOW
2026-09-22T20:32:32.076497,J5,Hospital Road,208,280,74.3,20.36,MEDIUM
2026-09-22T20:32:32.076497,J6,Airport Road,237,350,67.7,26.19,MEDIUM
2026-09-22T20:32:37.127070,J1,Main Market,173,300,57.7,35.44,LOW
2026-09-22T20:32:37.127070,J2,Railway Square,247,350,70.6,29.42,MEDIUM
2026-09-22T20:32:37.127070,J3,City Center,364,400,91.0,16.58,HIGH
2026-09-22T20:32:37.127070,J4,University Road,150,300,50.0,31.64,LOW
2026-09-22T20:32:37.127070,J5,Hospital Road,224,280,80.0,19.08,MEDIUM
2026-09-22T20:32:37.127070,J6,Airport Road,202,350,57.7,38.84,LOW
2026-09-22T20:32:42.193755,J1,Main Market,168,300,56.0,39.64,LOW
2026-09-22T20:32:42.193755,J2,Railway Square,242,350,69.1,29.79,MEDIUM
2026-09-22T20:32:42.193755,J3,City Center,349,400,87.2,20.47,MEDIUM
2026-09-22T20:32:42.193755,J4,University Road,145,300,48.3,30.26,LOW
2026-09-22T20:32:42.193755,J5,Hospital Road,223,280,79.6,25.86,MEDIUM
2026-09-22T20:32:42.193755,J6,Airport Road,240,350,68.6,27.09,MEDIUM
2026-09-22T20:32:47.212281,J1,Main Market,179,300,59.7,37.5,LOW
2026-09-22T20:32:47.212281,J2,Railway Square,251,350,71.7,20.8,MEDIUM
2026-09-22T20:32:47.212281,J3,City Center,352,400,88.0,13.87,HIGH
2026-09-22T20:32:47.212281,J4,University Road,172,300,57.3,32.02,LOW
2026-09-22T20:32:47.212281,J5,Hospital Road,195,280,69.6,29.77,MEDIUM
2026-09-22T20:32:47.212281,J6,Airport Road,241,350,68.9,21.42,MEDIUM
2026-09-22T20:32:52.236306,J1,Main Market,170,300,56.7,35.33,LOW
2026-09-22T20:32:52.236306,J2,Railway Square,221,350,63.1,29.13,MEDIUM
2026-09-22T20:32:52.236306,J3,City Center,390,400,97.5,15.39,HIGH
2026-09-22T20:32:52.236306,J4,University Road,168,300,56.0,35.51,LOW
2026-09-22T20:32:52.236306,J5,Hospital Road,200,280,71.4,29.27,MEDIUM
2026-09-22T20:32:52.236306,J6,Airport Road,223,350,63.7,25.68,MEDIUM
2026-09-22T20:32:57.267571,J1,Main Market,171,300,57.0,32.66,LOW
2026-09-22T20:32:57.267571,J2,Railway Square,241,350,68.9,20.43,MEDIUM
2026-09-22T20:32:57.267571,J3,City Center,337,400,84.2,19.86,MEDIUM
2026-09-22T20:32:57.267571,J4,University Road,144,300,48.0,34.31,LOW
2026-09-22T20:32:57.267571,J5,Hospital Road,194,280,69.3,22.05,MEDIUM
2026-09-22T20:32:57.267571,J6,Airport Road,208,350,59.4,35.71,LOW
2026-09-22T20:33:02.311445,J1,Main Market,159,300,53.0,39.12,LOW
2026-09-22T20:33:02.311445,J2,Railway Square,260,350,74.3,28.94,MEDIUM
2026-09-22T20:33:02.311445,J3,City Center,380,400,95.0,12.59,HIGH
2026-09-22T20:33:02.311445,J4,University Road,151,300,50.3,36.79,LOW
2026-09-22T20:33:02.311445,J5,Hospital Road,206,280,73.6,20.83,MEDIUM
2026-09-22T20:33:02.311445,J6,Airport Road,231,350,66.0,21.98,MEDIUM
2026-09-22T20:33:07.336908,J1,Main Market,171,300,57.0,36.72,LOW
2026-09-22T20:33:07.336908,J2,Railway Square,218,350,62.3,26.78,MEDIUM
2026-09-22T20:33:07.336908,J3,City Center,361,400,90.2,18.8,HIGH
2026-09-22T20:33:07.336908,J4,University Road,170,300,56.7,39.51,LOW
2026-09-22T20:33:07.336908,J5,Hospital Road,191,280,68.2,22.27,MEDIUM
2026-09-22T20:33:07.336908,J6,Airport Road,208,350,59.4,33.43,LOW
2026-09-22T20:33:12.367921,J1,Main Market,172,300,57.3,34.23,LOW
2026-09-22T20:33:12.367921,J2,Railway Square,252,350,72.0,29.29,MEDIUM
2026-09-22T20:33:12.367921,J3,City Center,332,400,83.0,16.58,MEDIUM
2026-09-22T20:33:12.367921,J4,University Road,152,300,50.7,31.04,LOW
2026-09-22T20:33:12.367921,J5,Hospital Road,210,280,75.0,23.03,MEDIUM
2026-09-22T20:33:12.367921,J6,Airport Road,199,350,56.9,37.07,LOW
2026-09-22T20:33:17.398762,J1,Main Market,159,300,53.0,30.12,LOW
2026-09-22T20:33:17.398762,J2,Railway Square,235,350,67.1,21.81,MEDIUM
2026-09-22T20:33:17.398762,J3,City Center,332,400,83.0,14.52,HIGH
2026-09-22T20:33:17.398762,J4,University Road,152,300,50.7,31.87,LOW
2026-09-22T20:33:17.398762,J5,Hospital Road,209,280,74.6,23.96,MEDIUM
2026-09-22T20:33:17.398762,J6,Airport Road,211,350,60.3,20.16,MEDIUM
2026-09-22T20:33:22.433647,J1,Main Market,162,300,54.0,35.12,LOW
2026-09-22T20:33:22.433647,J2,Railway Square,217,350,62.0,20.17,MEDIUM
2026-09-22T20:33:22.433647,J3,City Center,384,400,96.0,16.54,HIGH
2026-09-22T20:33:22.433647,J4,University Road,146,300,48.7,37.75,LOW
2026-09-22T20:33:22.433647,J5,Hospital Road,215,280,76.8,20.11,MEDIUM
2026-09-22T20:33:22.433647,J6,Airport Road,236,350,67.4,25.1,MEDIUM
2026-09-22T20:33:27.473815,J1,Main Market,185,300,61.7,26.63,MEDIUM
2026-09-22T20:33:27.473815,J2,Railway Square,245,350,70.0,20.48,MEDIUM
2026-09-22T20:33:27.473815,J3,City Center,354,400,88.5,18.61,MEDIUM
2026-09-22T20:33:27.473815,J4,University Road,167,300,55.7,30.3,LOW
2026-09-22T20:33:27.473815,J5,Hospital Road,217,280,77.5,26.48,MEDIUM
2026-09-22T20:33:27.473815,J6,Airport Road,199,350,56.9,32.79,LOW
2026-09-22T20:33:32.526769,J1,Main Market,161,300,53.7,39.1,LOW
2026-09-22T20:33:32.526769,J2,Railway Square,249,350,71.1,24.03,MEDIUM
2026-09-22T20:33:32.526769,J3,City Center,324,400,81.0,13.81,HIGH
2026-09-22T20:33:32.526769,J4,University Road,149,300,49.7,37.45,LOW
2026-09-22T20:33:32.526769,J5,Hospital Road,215,280,76.8,20.38,MEDIUM
2026-09-22T20:33:32.526769,J6,Airport Road,240,350,68.6,29.45,MEDIUM
2026-09-22T20:33:37.556733,J1,Main Market,166,300,55.3,31.79,LOW
2026-09-22T20:33:37.556733,J2,Railway Square,237,350,67.7,28.48,MEDIUM
2026-09-22T20:33:37.556733,J3,City Center,377,400,94.2,17.64,HIGH
2026-09-22T20:33:37.556733,J4,University Road,161,300,53.7,39.95,LOW
2026-09-22T20:33:37.556733,J5,Hospital Road,191,280,68.2,22.35,MEDIUM
2026-09-22T20:33:37.556733,J6,Airport Road,220,350,62.9,24.02,MEDIUM
